group,n_tokens,n_tokens,n_tokens,TTR,Root_TTR,MATTR_300,MATTR_500,MATTR_800
,count,mean,median,mean,mean,mean,mean,mean
Original Novels,6,20177.0,19129.5,0.2275497588529846,32.15260876060329,0.7024722070049961,0.6400556150128414,0.5809043911013305
Translated Novels,23,56725.608695652176,54569.0,0.12521516542373715,27.973797666338566,0.6368859954204414,0.5677838751759209,0.5044108141466144
